"","cod","lat","lng","intrusion","variation","flag_variation","v1","v2","v3","v4","v5","v6","v7"
"935",10630,40.3216935,-6.3811207,6,0,"null",47.901919970056,-782.76645097836,6939.69495049678,3930.10893580504,-4.83096848199023,6444.71424077637,353.06123411692
"936",10662,40.276651,-6.2747734,14,0,"null",35.3441932003479,60.0995401173907,853.595438040793,6833.49112002179,-1.80752344558057,6763.15905749798,324.877671379358
"937",10664,40.2462925,-6.224322,22,0,"null",22.9530008898582,508.701316070638,4194.36644404195,4691.50807014666,0.966837022002619,2839.11164510064,335.028046698954
"938",10672,40.0906661,-6.2269763,40,100,"pos",28.4330837284215,162.663283718625,4647.68823124468,6002.61182137765,2.67575461093562,1470.45134501532,349.674250861223
"939",10680,39.9219516,-6.1314928,7,0,"null",8.17979638371617,-249.886517711659,5681.58526783809,1661.70901353471,-0.0707939614220994,3657.69232865423,324.329318283404
"940",10690,39.9464285,-6.2482149,40,100,"pos",16.4333040253259,-92.2537264499468,2839.47059717029,3559.74504426122,5.81171409889236,6333.93413522281,349.189474278259
"941",10691,40.005497,-6.2907139,13,100,"pos",9.92892282921821,281.66814048318,2891.88603726216,1082.3844329454,8.64853110172325,1407.87097006105,345.622932259511
"942",10693,39.9080158,-6.2960283,13,100,"pos",5.23636722192168,384.953604645732,5266.31361860782,1573.25907391496,2.83017155573937,6002.23624086939,342.051073791906
"943",10697,39.9307826,-5.9621106,22,100,"pos",33.3437597677112,385.233464102091,577.901982003823,968.605687143281,-4.07961335869692,1024.34505852871,313.322038063448
"944",10700,40.2736585,-5.8459341,5,0,"null",16.2755051061977,352.510358260774,3650.85752867162,4995.82646968774,-7.20506148768612,2027.13077669032,342.598256840244
"945",10710,40.261679,-6.0785104,8,100,"pos",3.37818696070462,-21.8809685091954,4550.86170453578,2781.04591351002,1.18767389857723,563.756886450574,341.641317985658
"946",10711,40.240361,-5.9991228,15,0,"null",19.7563306693919,257.121215601912,1840.8824141603,899.253556132317,-3.73104671014796,2849.73000264727,329.336727700773
"947",10730,40.191592,-5.956825,40,100,"pos",28.4649753160775,461.94470561623,1944.36821332201,6064.47458108887,1.96520908237599,4812.32361434959,337.911614057637
"948",10740,40.2645413,-5.9251211,13,100,"pos",39.857046299614,231.22858158348,5531.89205736853,4429.4238885399,3.24657333480808,2942.68771205097,337.256212953481
"949",10800,39.9913385,-6.5463156,5,0,"null",49.6424793591723,-333.301162382103,3274.56141975708,3658.73315888457,-16.118288325627,2526.38844959438,347.140336215661
"950",10811,39.9768662,-6.4396888,54,0,"null",1.19183650636114,-306.565801437208,2760.55260840803,715.663784509525,6.1883176020049,4861.09766764566,350.83403810425
"951",10820,39.7948831,-6.3970884,13,100,"pos",47.2071025399491,-35.5137778633607,3505.13053503819,4269.31965276599,2.40906274643945,1344.06619896181,337.495216611238
"952",10830,39.9034649,-6.471658,20,0,"null",33.2126049469225,477.687266532334,2336.78306024522,3245.59142962098,-2.45261189616313,2142.87637895904,331.687059635351
"953",10839,39.9145461,-6.4103979,100,0,"null",41.9586944009643,268.07269034278,3667.71085611545,844.533521402627,-0.882636403036524,4442.29467189871,351.220419876603
"954",10840,40.0549134,-6.6851982,3,29.4,"pos",27.7306268606335,-105.962604197586,1602.34282310121,6489.73654890433,-1.3818790654512,1097.06796966493,332.910565843885
"955",10859,40.1846334,-6.5569882,11,100,"pos",49.3247133314144,75.2477683029151,5591.82192282751,3948.27788453549,-14.8938889577106,5653.81303699687,317.172979571658
"956",10890,40.16215,-6.9423844,9,0,"null",26.2503053271212,23.4134204784052,2184.23126428388,3659.69187803566,-10.3051978283172,4258.87143206783,338.648544661727
"957",10895,40.0474248,-6.8136642,13,100,"pos",9.36761138215661,475.19038476173,4775.80370148644,4281.03099707514,1.42619540761394,2098.38549396954,339.193589466512
"958",11001,36.5327256,-6.2976892,3,112.5,"pos",44.0691820669454,61.6950466585438,6580.86955877952,3989.60334085859,2.72941336832924,3823.46461536363,331.730367819779
"959",11002,36.5307803,-6.302672,5,5.7,"pos",21.4670905985404,-102.171302485462,3197.08410440944,4266.32463601418,6.00740588002097,6625.31661605462,327.73676845204
"960",11003,36.5355955,-6.3006788,4,133,"pos",5.7207628574688,274.309004968494,3529.5862828847,2372.77392568067,0.198854073092217,6746.25422661193,342.770850623491
"961",11004,36.5375721,-6.2887211,8,134.7,"pos",14.3819072383922,407.136792123509,821.648102998734,6089.41802731715,2.66681919550844,3550.39423289709,347.301509493852
"962",11005,36.5292176,-6.2940354,11,28.9,"pos",44.8261801947374,-272.548315319992,1091.11110237427,4927.06567551941,-7.34025203115392,3619.91237169132,326.317598615803
"963",11006,36.5294278,-6.2900496,13,0,"null",10.2736061709002,553.519134744648,6011.8225610815,4094.04988912866,-8.25987727612099,1784.2380690854,323.731108844394
"964",11007,36.5263783,-6.2840715,5,55.6,"pos",42.2416859306395,502.794286962175,3484.72063643858,2108.85663121007,1.50836056708719,2383.72068144381,332.305468209864
"965",11008,36.5175949,-6.2847357,5,36.3,"neg",38.8054415800143,379.819947436753,871.400442020968,3367.75340097956,-13.5606377072262,6784.00655863807,347.538861421989
"966",11009,36.5105062,-6.2787581,2,4.6,"pos",20.6234995704144,-288.464521449614,2096.80022336543,2454.10123397596,1.87697130801153,1096.12025008537,340.978809426998
"967",11010,36.5052612,-6.2761016,10,0,"null",10.5045133729,28.5751061748819,1683.44416688196,4890.0706927292,-8.70086839273519,6554.38133813441,327.016477855803
"968",11011,36.45973,-6.2455597,5,0,"null",49.4667176106013,96.8217432140295,4159.33740339242,5068.15627599135,-7.70251336202961,4913.72923133895,334.789563927172
"969",11012,36.5107856,-6.2734452,8,25.1,"neg",11.8413612321019,-113.551633557713,5258.03513177671,5010.95211911015,-10.0395789073528,5344.0620508045,340.478668313048
"970",11100,36.4539984,-6.2004383,2,42.8,"neg",1.0167026584968,564.545382976651,2071.10962225124,2376.52283259667,-11.3544542601109,4508.09817025438,349.954823547414
"971",11110,13.9354695,100.383479,25,100,"pos",27.8945983436424,-116.732990094765,4837.3692038469,3770.22789851762,100.811709137574,5982.18340268359,318.181053434833
"972",11130,36.3896325,-6.0891032,3,27.2,"pos",29.8876600894146,152.95698065421,1763.56634134427,2634.36189414933,6.03712741699198,926.375630544499,328.618473727951
"973",11139,36.3796131,-6.179216,1,21.2,"neg",28.1526353009976,244.693151407987,4489.35686731711,4489.56393832341,-3.35966088678565,2873.48613287322,331.585934647499
"974",11140,36.277074,-6.0732146,1,194.4,"pos",44.3369283312932,777.034859276666,4982.60898622684,3064.51399056241,-6.84263107825347,4651.16203976795,348.314968726218
"975",11149,36.3146126,-6.0785104,1,24,"neg",38.4715140655171,-521.381478749295,812.076590256765,1873.03387131542,6.19583642949865,5466.73972196877,338.244551103781
"976",11150,36.2345466,-5.9515399,5,59.6,"pos",7.71692565944977,746.860784992553,6171.17868461646,5984.75755443797,-2.55853893578866,3780.24633070454,316.553529757317
"977",11159,36.2303108,-6.0361574,4,100,"pos",22.9714839446824,-163.531729524659,2871.59363031387,2819.44131478667,-3.40339819919431,6406.95517347194,334.060136370814
"978",11160,36.1964847,-5.8459341,3,35.2,"neg",6.50967808277346,50.814915497694,4203.00304698758,2248.49838311784,2.75012662826928,1059.11438451149,345.997358853049
"979",11170,36.4412824,-5.9198387,4,3.2,"pos",27.9594302296173,-70.6362768307196,3351.21446489356,1058.99320328608,1.38362323554745,2165.54268337786,348.41697754253
"980",11178,36.5255,-5.85121,5,88.7,"pos",7.91872506542131,501.498884834918,6310.36125896499,5480.61709674075,-11.6556843436652,2701.81579692289,355.912563509974
"981",11180,36.4309769,-5.6878736,5,185.3,"pos",8.66141766263172,374.0223740082,5632.95161044225,3661.66528537869,0.194853444632771,6758.04240964353,333.97865414461
"982",11190,36.3292794,-5.7826597,2,22.1,"neg",30.5992959307041,-192.229497372436,1443.60113888979,4135.67949943244,-1.44080808099597,5773.0638591107,341.78837518954
"983",11201,36.1357631,-5.4397825,3,10.4,"pos",27.1512947648298,-412.620460017349,4571.9760290347,1843.10006946325,5.43524735723265,3840.7541193068,337.732900277013
"984",11202,36.1378763,-5.4528826,1,2.2,"pos",34.4510740439873,56.3503070320425,1198.33135749213,3081.20542084798,-0.66519053424745,4011.46417330019,323.057802969591
"985",11203,36.131983,-5.4633649,4,15.3,"neg",46.4703534541186,-89.1369459015774,5188.72798099183,5466.22000681236,-7.35674653656958,3805.5638668593,346.559868640566
"986",11204,36.146578,-5.4699173,2,50.6,"pos",31.0318019851111,-126.812346105647,4410.52800305188,3231.44593145698,-4.79604865843533,5300.40535531007,326.209871412819
"987",11205,36.155536,-5.4515725,6,160.4,"pos",15.0261523132212,167.159183320668,1911.72348270193,5868.4576831758,-6.79268239010743,4142.01307669282,348.075312629325
"988",11206,36.1051143,-5.4882679,6,51.1,"pos",25.6379371911753,192.699111310881,5916.5182272438,6208.69983201846,-2.70929838476962,1277.10557733662,334.082548358537
"989",11207,36.0796914,-5.4515725,2,16.5,"neg",16.2643651594408,-414.145601329541,3790.12945340946,3076.60362301394,3.22179390793208,6027.37420187332,344.849989837511
"990",11300,36.1710802,-5.3468563,4,11.5,"neg",27.2557259458117,214.234269899879,1432.61713241227,3922.62686067261,-0.601528422155573,5873.38173557073,333.001953409918
"991",11310,36.2844331,-5.2919563,0,39.3,"neg",46.3195810059551,-257.153428260433,3034.18011195026,4156.90742162988,-11.3716216457113,3508.34059664048,331.868426463125
"992",11311,36.298664,-5.3063298,1,111.7,"pos",12.9934212116059,467.134187279325,876.893770648167,403.610316617414,3.95961222818755,1784.5407417044,329.911975444942
"993",11312,36.3008823,-5.2867304,3,2.4,"neg",1.50309157674201,8.76600126951912,4572.45076242834,5598.34567066282,-12.9137414043283,5827.83229472116,344.831627920089
"994",11313,36.1816811,-5.3821768,18,0,"null",1.52573829423636,166.91377778832,4613.67765902542,5311.53254830278,0.220347422301638,1966.24281289987,341.405014865464
"995",11314,36.1779145,-5.3756344,9,0,"null",21.923137139529,637.223447251646,5263.10667339712,645.801347447559,-0.374304223222143,6462.50798855908,342.510332782141
"996",11315,36.2040257,-5.3363951,0,100,"pos",40.1091796760447,69.9368099252688,578.384415712208,5380.86184267886,-2.89862520387606,4046.88646323048,353.094060490319
"997",11320,36.4734384,-5.4122817,6,100,"pos",47.2478950482327,-235.993401483276,2425.0544573646,417.814651271328,0.377708461787453,1204.1282269638,353.766313292868
"998",11330,36.4388595,-5.5197394,3,100,"pos",31.7175238165073,-498.975538848244,4245.80814237706,2650.18393723294,-2.27570530936467,3813.64605021663,340.083632313078
"999",11339,36.3911061,-5.3834854,6,16.1,"neg",19.4597043609247,-204.702348399913,3754.1819408536,5832.5124157127,-8.02867803378072,2659.46368011646,344.365887876529
"1000",11340,36.3412004,-5.3220141,6,3.2,"neg",18.3740451121703,147.58984561346,480.274009425193,1483.34507565014,2.24086274506534,461.616967385635,338.006882592808
"1001",11360,36.2510823,-5.3730176,2,4.3,"neg",44.2858684023377,48.5054758822883,3029.51771351509,4940.61658522114,-3.68155583926199,1105.48452124931,337.851374674295
"1002",11368,36.2174398,-5.4293045,2,43.8,"neg",31.5114349783398,176.936891559694,6822.32479080558,3738.51631665602,1.68178335149027,5549.09167615697,332.03522820334
"1003",11369,36.7275676,-6.3172906,10,0,"null",14.9626329641324,-166.875778137968,5637.8778510727,6456.93573900498,-3.35320194104848,3059.1585684102,329.835393033038
"1004",11370,36.2414923,-5.5827334,2,47.8,"neg",31.8777528232895,93.2204027871268,1859.23737520352,4188.16365841776,3.22542946573735,2459.77526721545,330.099753638675
"1005",11379,36.2359992,-5.4672962,4,0,"null",35.4556316514499,159.61219503639,3008.2027905155,3159.2513024807,-9.07579733794019,2096.90707349218,335.739880740794
"1006",11380,36.0569117,-5.593239,4,15.6,"neg",8.58273426676169,687.645145518465,2606.53700120747,4185.61589918099,0.656616064575313,5003.82340867072,321.858919702854
"1007",11393,36.1325698,-5.8248352,2,4.2,"neg",24.5005623325706,-26.8453436679049,494.647007249296,1704.74124900065,-2.8703891925459,3419.82418014668,312.583736935439
"1008",11401,36.6770567,-6.1275175,1,0.5,"pos",26.1218112551142,-13.5269804676021,6485.32732347958,1675.17992048524,-8.54751475959301,5671.81731332093,342.00245470392
"1009",11402,36.6873939,-6.1354683,5,0,"null",44.6616466050036,697.475023482877,6165.06370040588,2172.34495794401,-6.6310173559193,5945.18853053451,334.606936555672
"1010",11403,36.6844344,-6.1407694,4,45.2,"neg",1.91115116816945,83.0003397284871,982.019295822829,4029.23700376414,0.862540364964406,3139.16007182561,333.687000746039
"1011",11404,36.701142,-6.1553498,10,16.9,"neg",17.314053251408,245.092535520071,6072.97778925858,1888.03688273765,-4.27442215432953,5696.58435303718,317.377905931843
"1012",11405,36.6951316,-6.1155932,1,6.3,"pos",38.8616655322257,-304.043621246527,4179.27626124583,6704.46550054476,-3.19012272241639,4302.55538676865,356.812953922685
"1013",11406,36.6767336,-6.107645,5,0,"null",6.79906213609502,-342.485003684348,1066.87915539369,4153.35826189257,1.40258020178364,2483.1599060446,338.230358662469
"1014",11407,36.7047853,-6.1367935,3,4.7,"neg",35.6459836005233,14.529907627788,6754.45714248344,5784.57451579161,-7.71578627688174,2187.65698694624,332.928072965502
"1015",11408,36.6765542,-6.1633042,4,30.5,"pos",38.4461226882413,314.253718043396,3665.82560515963,6488.02808709443,-0.00224888233119813,1708.3505759947,332.91738022422
"1016",11500,36.6393281,-6.2588369,2,37.5,"neg",32.7591643701307,-27.4146996023901,1145.29852764681,5895.04195414484,6.63964322673469,6577.19197236001,341.06605435958
"1017",11510,36.5189872,-6.0891032,4,94,"pos",25.9995482394006,-279.393618618071,5715.12488382868,3351.95679306053,-1.72713102705418,6405.52790607326,326.613949320225
"1018",11519,36.5175347,-6.2216678,9,0,"null",35.6125159349758,12.0524678104861,1104.96182492934,6439.39048657194,-4.02970031079351,6147.4093973171,335.685077549918
"1019",11520,36.6778206,-6.3438785,3,32.9,"neg",15.0575392027386,-62.7041452893846,1365.93737173826,4113.48431413062,0.558926108844096,4351.03227645159,334.27376433808
"1020",11540,36.7987362,-6.2907139,5,11.8,"neg",35.9122630138882,192.964042593468,6752.42880182341,5637.08168524317,-8.84210151298526,659.194124862552,341.040616150809
"1021",11550,36.7286748,-6.3970884,3,42.6,"neg",29.3515759625006,452.990174742903,4032.68581046723,1217.83650061116,2.81336730875916,5175.06129764952,331.829892438934
"1022",11560,36.8675382,-6.2057449,7,0,"null",31.7621104938444,-87.2848885961241,3021.7616586946,6052.47579575516,-2.99200161063727,2788.73050799593,347.839356185662
"1023",11570,36.6464179,-5.9092754,2,6.9,"pos",23.4444759669714,14.6680671157642,2167.31324405409,546.84141096659,2.77287369747011,6244.84909251332,325.204517809418
"1024",11580,36.6218825,-5.7510475,4,11.1,"neg",24.9850415710825,20.5423009440734,2618.12058114447,4752.68335356377,7.46321570538995,4050.37726899609,314.468591781875
"1025",11590,36.8206696,-6.179216,100,100,"pos",42.9231292707846,211.778142462598,2538.46452389844,1982.64749981463,-0.397228428901796,3367.13147340342,343.543621536337
"1026",11591,36.7187866,-6.0732146,14,54.9,"pos",46.2624173988588,143.723350841194,913.252659188583,3969.05744280666,0.206748023863818,4248.34450096823,324.95258584991
"1027",11592,36.7292412,-5.9726832,33,0,"null",32.3959727832116,-189.314792016375,4198.88648269698,2117.59269898757,-2.4734780664859,6383.80273808725,345.106684172318
"1028",11593,36.6615653,-6.0361574,18,100,"pos",5.97960783611052,41.1986689745574,1284.60520291701,788.105090940371,0.412570974035478,4404.78098508902,327.791088149672
"1029",11594,36.6273898,-5.9673967,25,0,"null",32.3437083007302,121.72109345476,2295.2460504137,4809.16752102785,-4.89714063014101,2033.42348127626,328.358563264111
"1030",11600,36.6675032,-5.4672962,1,0,"null",21.1310896209907,-9.93823008114102,4162.42434140295,6587.11314946413,2.28062989062204,2242.74044549093,334.587110388807
"1031",11610,36.768541,-5.3730176,11,100,"pos",6.58608113019727,-303.776317340865,3994.35922335833,2203.7080233451,-1.92165218188483,4029.74222493358,348.956048739046
"1032",11630,36.7529169,-5.7089241,3,14.8,"pos",21.8529866880272,304.559736152534,2795.40780880488,6654.74607264623,-0.376251438461486,3847.2641215194,334.729627768912
"1033",11640,36.8275644,-5.7194522,3,100,"pos",34.3451462353114,-565.4262984667,3628.20954765193,4144.9381605722,-1.46802951655876,5818.42507636175,337.89919057678
"1034",11648,36.8776293,-5.7932008,9,0,"null",42.388787811622,221.532869618888,3514.21671281569,2991.16446496919,-8.18107981256382,1076.20382932946,342.210001187155
"1035",11650,36.8857128,-5.624767,7,0,"null",14.5237047919072,264.647272894528,2712.72535729222,5125.05167345516,1.1792289899565,6833.32038540393,342.6115659596
"1036",11659,37.0109244,-5.4672962,10,0,"null",49.6404708344489,-147.457602339086,5034.05930995941,4355.91464019381,-8.47373455536093,5551.98797797784,343.575928598729
"1037",11660,36.7711118,-5.551228,2,0,"null",20.5041423738003,-1.98757283907151,3881.77533559501,3621.69002415612,-3.90245381269654,4142.70927519538,349.370896606797
"1038",11680,36.8954499,-5.4149003,2,11,"neg",49.6613631104119,145.289396211365,714.43654242903,1919.92834862322,-1.72325997330542,6048.65401936695,315.170616601536
"1039",11690,36.9439851,-5.2893433,1,100,"pos",5.31647804030217,44.6187582807917,6161.50515154004,5721.25905812718,-3.76684310254779,6667.10147736594,322.227873476684
"1040",11691,36.9090002,-5.2318879,10,0,"null",16.609891353175,-255.03684738386,2728.07179414667,2696.15465491079,1.42763823638813,6128.84591002949,339.30444313593
"1041",11693,36.9177775,-5.1536327,3,100,"pos",47.7435510607902,101.637084550488,5286.17922281846,3063.04007102735,3.16045529351223,5075.7987361867,338.231096458083
"1042",12001,39.9870027,-0.0390704,1,37.7,"neg",1.37006102851592,551.475820444126,5873.73212985694,3025.43954630382,4.92270378562802,4040.07695550099,328.123101681003
"1043",12002,39.9825108,-0.0408208,1,21.3,"neg",3.26116463472135,21.2069100039545,5121.6268943157,3685.03016247414,6.74907197204135,5520.93928088434,362.020909864249
"1044",12003,39.9837973,-0.0303198,2,97.6,"pos",42.6601450098678,9.07311227127036,2850.75062857941,1615.97098335624,5.43390274860159,3020.60172175989,337.088379177732
"1045",12004,40.0120227,-0.0279867,3,29.9,"pos",20.8053605819587,62.0555569354388,809.818649291992,1581.93596098572,5.71182468357175,1173.36304467171,334.99491744759
"1046",12005,39.9658255,-0.0419877,2,37,"neg",27.225798160769,196.77767293315,6448.24872058816,3329.6943902038,3.23615973575894,4271.16655888967,337.841684403942
"1047",12006,39.9965828,-0.1073935,4,0,"null",26.8168084521312,85.8896945340882,6294.02894671075,1769.74767334759,-2.39473178633567,1750.39106132463,333.409713000576
"1048",12100,39.9761011,0.004663,2,44.3,"pos",4.24153099185787,506.09076118226,6126.96824260056,2697.15201547369,1.53640066360737,3711.24669923447,316.209356730605
"1049",12110,40.0528579,-0.2150873,2,0,"null",3.40126590826549,-421.791402231849,2310.81264619716,4997.27368168533,7.14101792925069,2373.22729611769,332.891611575252
"1050",12118,40.1758962,-0.1401381,8,100,"pos",21.9196146687027,-783.455191370387,684.257315518335,6330.72840860114,9.35752294763213,4148.01137601025,329.311060847215
"1051",12119,40.1144147,-0.1775946,16,0,"null",21.2014303354081,281.660639289091,1704.76490622386,5233.25110711157,-3.07770167343083,5884.8588603083,339.271521483446
"1052",12120,40.1654075,-0.2807868,20,0,"null",12.4645477719605,-211.254376023762,4408.62347441725,3942.09365742281,3.14854260795685,5462.42005131207,336.979354981873
"1053",12124,40.2058715,-0.4313729,20,0,"null",42.3723902218044,-248.134623473556,2454.78848898783,2142.87789873779,-4.238916222802,3706.09223516658,337.410961125502
"1054",12130,40.0734982,-0.1214235,2,0,"null",26.7706299528945,-145.346782730379,1259.90644413978,594.547081319615,6.00227980557761,5959.22550819814,336.125046602188
"1055",12161,40.3190415,-0.0840215,200,0,"null",46.8990300865844,-231.765274719954,4692.14388625696,2311.26731974073,-4.21560504812621,4226.7264412716,344.160439201138
"1056",12170,40.4616817,0.1775946,7,0,"null",18.7007770787459,-115.906732311622,5793.78943988122,4251.64078120142,6.55375127088863,6303.49448369816,314.977936645426
"1057",12180,40.1606244,0.0326531,6,0,"null",10.364549551392,262.58829121701,790.255379630253,5090.96000283025,7.66027692503634,1788.53478478268,353.046252972124
"1058",12182,40.2884371,-0.0186555,36,9.1,"neg",38.0420232396573,-97.5210231060538,5108.49525914527,6385.11115233414,8.17306364546837,2002.21946248785,335.329354440756
"1059",12185,40.3292059,0.1307797,33,0,"null",26.1637395680882,-182.335952817755,4442.15585263446,5598.83505785838,6.94562799425679,4506.59616477787,363.297192310204
"1060",12186,40.4209838,0.1401381,12,100,"pos",48.3344106113072,-460.128673121273,1046.00367895328,991.337672434747,-4.08023151764877,684.833920188248,333.541239463846
"1061",12190,40.0530384,-0.0653341,4,0,"null",25.7622877368703,398.070024012811,6698.75675518997,5931.049326621,2.99757906589029,1448.28762635589,338.929428598663
"1062",12191,40.0940591,0.0093266,6,0,"null",18.2802890874445,-177.98225002067,6442.11369343102,3648.84299510159,9.30368895481952,2412.54925071262,348.676166198004
"1063",12192,40.1145319,-0.0653341,2,14.8,"neg",7.5012676587794,236.770118972357,1759.874511417,5582.24701862782,1.61951207575873,6616.44662180915,343.140520748783
"1064",12193,40.1478158,-0.0629989,11,0,"null",49.5796894710511,110.640385295661,6429.02088868432,5311.14211115055,4.23341131076068,5647.92220708914,334.158050817947
"1065",12194,40.1759773,-0.0279867,7,0,"null",38.8759050292429,62.037773640034,4646.40906159766,6272.67396240495,0.309268169254869,4389.18064530008,339.792696431636
"1066",12200,39.9604442,-0.2432307,2,27.4,"neg",25.5018263391685,132.151933946058,1205.95861990005,3504.24766037613,1.70241581678469,6484.64919789694,349.940836411466
"1067",12221,39.9448938,-0.3042778,7,0,"null",37.7922365646809,170.345836446512,6188.33798854612,3713.2586972788,4.95067392343019,2482.10051883943,350.366712865304
"1068",12300,40.6181387,-0.1015492,6,0,"null",21.1493057121988,83.7723296346876,4179.34785066172,4193.55198708363,0.261478552298483,3820.94204234891,358.200880665734
"1069",12320,40.5426552,0.3654204,2,46.5,"neg",41.2875597239472,-417.590569379256,3768.17587143742,5095.96775523387,3.9262898516773,1573.68973679841,346.967049136768
"1070",12360,40.5431221,0.1588618,7,100,"pos",43.154690248426,217.499199765933,820.880146045238,6355.22572831251,8.11359295023025,4447.59828173555,333.507570910466
"1071",12400,39.7952118,-0.4691097,3,33.9,"neg",30.5906956978142,265.640512013826,613.365050870925,6155.70563282818,3.6140015791193,3481.97657987475,342.917955079464
"1072",12410,39.8358769,-0.5825359,1,0,"null",26.2003400060348,166.647156841186,4862.22318289801,4764.09462224692,4.15150909813734,4887.97228243202,338.860516861283
"1073",12413,39.8674339,-0.4219444,6,0,"null",29.9269022007938,129.970736852326,5370.00977727585,551.334522338584,-2.61273836961265,2170.76825741678,352.719798600047
"1074",12430,39.906951,-0.7437761,20,100,"pos",48.1006598589011,332.023876722863,5756.24734442681,6632.33201922849,-4.32221720792658,1336.67008276097,337.999456148063
"1075",12440,39.9900891,-0.5730713,6,0,"null",45.4151055139955,-188.554059089946,2251.79344168864,5110.07380676456,2.8236564494166,3851.1343664024,348.215372962002
"1076",12450,39.8873558,-0.5730713,3,0,"null",33.2857954408973,37.649413210486,3676.85650042258,5399.23574794084,6.63209316576461,1359.6109861508,344.510969868893
"1077",12460,59.2504554,18.0406187,3,0,"null",31.2843788748141,-336.870167731048,5497.3272269126,6142.81027023681,19.6698206628962,2989.58365689032,364.253668397152
"1078",12470,39.882542,-0.5021589,7,100,"pos",1.19947920693085,606.975627779925,6482.56084057502,6608.76642069779,-0.0905850438730935,6196.54856938869,325.554524108699
"1079",12500,40.501701,0.4408037,5,35.4,"pos",31.9412251571193,-104.291120763614,5441.55748453923,777.064287150279,-4.04890433914487,2802.55839237943,325.027775156675
"1080",12510,40.5986326,0.3418927,6,100,"pos",6.65535054472275,-119.6954723648,1220.20243192092,3453.14467600547,4.43741039715876,3973.17771357484,359.097352501402
"1081",12520,39.8475152,-0.1588618,1,13.1,"neg",4.20851451763883,-57.7368100830977,2866.10627938062,4808.27847812325,10.3348127794054,2421.95569612086,331.495518095545
"1082",12526,39.8654653,-0.1939932,2,0,"null",4.99768514954485,40.7416648270869,2027.13636099361,3248.60693342052,4.10123846773711,4044.14523877203,342.542835249164
"1083",12529,39.8655397,-0.1424781,8,100,"pos",13.0956509695388,257.825066233047,979.74357851781,6512.19092640094,6.14432947025779,2019.96946246363,336.451730218068
"1084",12530,39.8887478,-0.0653341,2,29.1,"neg",19.8161981273443,831.759636956224,2034.59524759091,2063.25327125378,4.67405902677082,4891.12502885982,347.852292747588
"1085",12539,39.8938386,-0.1261013,2,0,"null",4.89982192381285,259.873707080184,5757.23327207379,573.336668079719,-2.72852461763247,6536.45231467672,327.917930531634
"1086",12540,39.9298174,-0.1214235,3,0,"null",41.75655015558,239.163856602004,4806.16403408349,5374.19691523537,4.96283288264974,1127.20380988903,330.295890145471
"1087",12549,39.9297151,-0.1963364,5,36.3,"neg",43.5495267782826,8.2617735284516,3001.21593736112,5448.92630465329,6.21959537153201,1998.08963662945,324.887635452785
"1088",12550,39.9452757,-0.0606637,4,0,"null",12.079842728097,-110.846586315138,4078.18078054115,1222.80307146721,-6.55708328873745,3632.88920456544,348.409316281824
"1089",12560,40.0530474,0.0466559,1,18.5,"pos",38.6592269309331,85.6407786981569,6080.29871252365,6693.87327888981,-1.2416041415395,3308.29122015275,336.253840823596
"1090",12578,40.4512933,0.2807868,20,100,"pos",24.9477638669778,181.207332677219,5638.33643854596,6250.62500778586,-2.53958508342008,1987.94064945541,328.923832763902
"1091",12579,40.2497909,0.2784385,1,0,"null",18.2007275866345,285.695268806746,3894.29997974075,1541.9860242866,9.30404355328336,3457.10471230559,340.764831919685
"1092",12580,40.4407465,0.403094,4,6.1,"pos",14.2434734150302,136.827119693779,3582.31636788696,3257.55845019594,2.64546248184681,1435.79945075326,337.172953233865
"1093",12589,40.4816639,0.3465971,11,102.8,"pos",22.6365963423159,-161.557891582224,2139.97521200217,6597.90861578658,-3.36611651309421,4179.65567731299,338.802972200203
"1094",12590,39.7495732,-0.2291565,19,0,"null",21.1638963918667,720.411762674029,4752.00852723792,5328.63607066683,2.87642758921805,3338.23060477152,350.851029001471
"1095",12591,39.7702163,-0.2103988,4,100,"pos",25.6906763212755,486.323341002547,5935.66943709739,5130.36997704767,6.08119637261712,3402.15167505667,345.899411329438
"1096",12592,39.780565,-0.1822792,3,42.2,"neg",42.3352936764713,204.248847335621,5008.67197001353,6829.71718362533,6.37598049825835,1674.87558363937,347.17349114893
"1097",12593,39.8012029,-0.15418,5,109.1,"pos",2.74780648155138,-28.0287566332507,705.220315232873,3388.14202728681,-4.24285087445603,966.400183923542,335.438100937709
"1098",12594,40.1144658,0.1401381,2,0,"null",12.3651185764465,292.260276035132,1652.72306893021,3141.44417787902,8.9652928578345,6642.53398198634,349.948493230564
"1099",12595,40.1247556,0.0933686,11,0,"null",24.5574269974604,-283.709125199171,3169.44168172777,5183.0627114512,0.161469351890568,6433.74383086339,341.985994151874
"1100",12596,40.2167332,0.1963364,4,50,"pos",26.9481967291795,-151.615997449188,551.721036341041,1227.04614312388,9.16729401460879,2136.1617506016,332.202702091401
"1101",12597,40.3799738,0.2713944,10,0,"null",32.8821225522552,107.831176093179,1889.12676386535,5062.17777682468,4.31638507734744,6264.1773973126,333.41239022586
"1102",12598,40.3593167,0.3654204,2,39.1,"neg",32.4246130506508,307.905478631613,1258.92503280193,3145.98946115002,9.79133350987285,1037.21907967702,339.333952381734
"1103",12600,39.8062185,-0.2338473,3,13.5,"neg",11.883145932341,-138.301521983733,3356.60047163256,1918.00386002287,6.7781596703692,6392.71134608425,347.640967449348
